BrokerID,ExchangeID,OrderSysID,InvestorID,UserID,InstrumentID,UserOrderLocalID,OrderPriceType,Direction,OffsetFlag,HedgeFlag,LimitPrice,Volume,TimeCondition,GTDDate,VolumeCondition,MinVolume,StopPrice,ForceCloseReason,IsAutoSuspend,BusinessUnit,UserCustom,BranchID,RecNum,BusinessType,TradingDay,ParticipantID,ClientID,SeatID,InsertTime,OrderLocalID,OrderSource,OrderStatus,CancelTime,CancelUserID,VolumeTraded,VolumeRemain,FrontID,SessionID,FrozenFee,FrozenMargin,FrozenPremium,AccountID,OrderUserID,TradeType,DealFlag,TradeCommision,TradeAmnt,CancleVolume,RequestID,APIID,IPAddress,MacAddress,FTdRecvDown,CoreRecvDown,CoreSendUp,CoreRecvUp,CoreSendDown,FTdSendDown,MarginCombType,InstrumentGroupID,DCEBatchNo
tfqh,DCE,22128694,tfqh89002098,89002098,i2102,9000128001,2,0,0,1,767.500000,1,1,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:00:58,000000000001,0,5,09:00:58,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,9,2,,,0,1765644544,1765689856,1767214336,1767226624,0,1,0019,18208388
tfqh,DCE,22203355,tfqh89002098,89002098,y2103,900021a001,2,1,1,1,7694.000000,1,3,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:01:49,000000000002,0,5,,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,10,2,,,0,1168775168,1168795136,1170757632,1170770176,0,1,0020,18272945
tfqh,DCE,22203680,tfqh89002098,89002098,p2102,9000319002,2,0,1,1,6668.000000,1,3,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:01:49,000000000003,0,5,,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,11,2,,,0,1434202624,1434209280,1436536064,1436542464,0,1,0020,18273239
tfqh,DCE,22208859,tfqh89002098,89002098,p2102,9000519003,2,0,1,1,6668.000000,1,3,,1,1,0.000000,0,0,,,,1,,20201125,0153,01991277,01532010,09:01:53,000000000005,0,0,,,1,0,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,0,13,2,,,0,935085312,935090944,936068608,936078848,0,1,0020,18277425
tfqh,DCE,22209091,tfqh89002098,89002098,p2102,9000619004,2,1,0,1,6670.000000,1,3,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:01:53,000000000006,0,5,,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,14,2,,,0,1150824704,1150832640,1152169728,1152177664,0,1,0020,18277649
tfqh,DCE,22209497,tfqh89002098,89002098,p2102,9000719005,2,1,0,1,6668.000000,1,3,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:01:54,000000000007,0,5,,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,15,2,,,0,1633220608,1633223936,1635053056,1635062784,0,1,0020,18277981
tfqh,DCE,22209824,tfqh89002098,89002098,p2102,9000819006,2,0,0,1,6666.000000,1,3,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:01:54,000000000008,0,5,,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,16,2,,,0,1880222208,1880225280,1881252096,1881257984,0,1,0020,18278252
tfqh,DCE,22213489,tfqh89002098,89002098,p2102,9000a19007,2,1,0,1,6668.000000,1,3,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:01:58,000000000010,0,5,,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,18,2,,,0,1323390208,1323395840,1331021568,1331031040,0,1,0020,18281336
tfqh,DCE,22214018,tfqh89002098,89002098,p2102,9000c19008,2,1,0,1,6668.000000,1,3,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:01:58,000000000012,0,5,,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,20,2,,,0,1702201856,1702205184,1703949312,1703957760,0,1,0020,18281736
tfqh,DCE,22214160,tfqh89002098,89002098,y2103,9000e1a009,2,1,1,1,7690.000000,1,3,,1,1,0.000000,0,0,,,,0,,20201125,0153,01991277,01532010,09:01:58,000000000014,0,5,,,0,1,0,653358385,0.000000,0.000000,0.000000,89002098,,,1,0.000000,0.000000,1,22,2,,,0,1846197248,1846202624,1849858048,1849863936,0,1,0020,18281872
