BrokerID,ExchangeID,OrderSysID,InvestorID,UserID,InstrumentID,UserOrderLocalID,OrderPriceType,Direction,OffsetFlag,HedgeFlag,LimitPrice,Volume,TimeCondition,GTDDate,VolumeCondition,MinVolume,StopPrice,ForceCloseReason,IsAutoSuspend,BusinessUnit,UserCustom,BranchID,RecNum,BusinessType,TradingDay,ParticipantID,ClientID,SeatID,InsertTime,OrderLocalID,OrderSource,OrderStatus,CancelTime,CancelUserID,VolumeTraded,VolumeRemain,FrontID,SessionID,FrozenFee,FrozenMargin,FrozenPremium,AccountID,OrderUserID,TradeType,DealFlag,TradeCommision,TradeAmnt,CancleVolume,RequestID,APIID,IPAddress,MacAddress,FTdRecvDown,CoreRecvDown,CoreSendUp,CoreRecvUp,CoreSendDown,FTdSendDown,MarginCombType,InstrumentGroupID,DCEBatchNo
tfqh,DCE,22128694,tfqh89002098,89002098,i2102,9000128001,2,0,0,1,767.5,1,1,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:00:58,1,0,5,9:00:58,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,9,2,,,0,1765644544,1765689856,1767214336,1767226624,0,1,19,18208388
tfqh,DCE,22203355,tfqh89002098,89002098,y2103,900021a001,2,1,1,1,7694,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:49,2,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,10,2,,,0,1168775168,1168795136,1170757632,1170770176,0,1,20,18272945
tfqh,DCE,22203680,tfqh89002098,89002098,p2102,9000319002,2,0,1,1,6668,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:49,3,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,11,2,,,0,1434202624,1434209280,1436536064,1436542464,0,1,20,18273239
tfqh,DCE,22208859,tfqh89002098,89002098,p2102,9000519003,2,0,1,1,6668,1,3,,1,1,0,0,0,,,,1,,20201125,153,1991277,1532010,9:01:53,5,0,0,,,1,0,0,653358385,0,0,0,89002098,,,1,0,0,0,13,2,,,0,935085312,935090944,936068608,936078848,0,1,20,18277425
tfqh,DCE,22209091,tfqh89002098,89002098,p2102,9000619004,2,1,0,1,6670,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:53,6,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,14,2,,,0,1150824704,1150832640,1152169728,1152177664,0,1,20,18277649
tfqh,DCE,22209497,tfqh89002098,89002098,p2102,9000719005,2,1,0,1,6668,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:54,7,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,15,2,,,0,1633220608,1633223936,1635053056,1635062784,0,1,20,18277981
tfqh,DCE,22209824,tfqh89002098,89002098,p2102,9000819006,2,0,0,1,6666,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:54,8,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,16,2,,,0,1880222208,1880225280,1881252096,1881257984,0,1,20,18278252
tfqh,DCE,22213489,tfqh89002098,89002098,p2102,9000a19007,2,1,0,1,6668,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:58,10,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,18,2,,,0,1323390208,1323395840,1331021568,1331031040,0,1,20,18281336
tfqh,DCE,22214018,tfqh89002098,89002098,p2102,9000c19008,2,1,0,1,6668,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:58,12,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,20,2,,,0,1702201856,1702205184,1703949312,1703957760,0,1,20,18281736
tfqh,DCE,22214160,tfqh89002098,89002098,y2103,9000e1a009,2,1,1,1,7690,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:58,14,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,22,2,,,0,1846197248,1846202624,1849858048,1849863936,0,1,20,18281872
tfqh,DCE,22214203,tfqh89002098,89002098,p2102,900101900a,2,0,0,1,6666,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:58,16,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,24,2,,,0,1913715456,1913718016,1915367936,1915372544,0,1,20,18281905
tfqh,DCE,22214392,tfqh89002098,89002098,p2102,900121900b,2,0,0,1,6666,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:58,18,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,26,2,,,0,9716224,9719296,10903296,10907904,0,1,20,18282056
tfqh,DCE,22214826,tfqh89002098,89002098,p2102,900131900c,2,1,0,1,6668,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:01:59,19,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,27,2,,,0,469549056,469552896,471938816,471945728,0,1,20,18282427
tfqh,DCE,22217791,tfqh89002098,89002098,y2103,900161a00d,2,0,1,1,7684,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:00,22,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,30,2,,,0,1957790464,1957793536,1959460096,1959465984,0,1,20,18284797
tfqh,DCE,22218060,tfqh89002098,89002098,y2103,900171a00e,2,0,1,1,7686,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:01,23,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,31,2,,,0,60868864,60872704,62735872,62741760,0,1,20,18285024
tfqh,DCE,22227655,tfqh89002098,89002098,y2103,9001a1a00f,2,1,0,1,7686,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:08,26,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,34,2,,,0,1096858368,1096867840,1101665792,1101674240,0,1,20,18292910
tfqh,DCE,22233138,tfqh89002098,89002098,p2102,9001c19010,2,1,0,1,6670,1,3,,1,1,0,0,0,,,,1,,20201125,153,1991277,1532010,9:02:13,28,0,0,,,1,0,0,653358385,0.2,6003,0,89002098,,,1,0,0,0,36,2,,,0,1557874944,1557881344,1562131968,1562141184,0,1,20,18297485
tfqh,DCE,22234288,tfqh89002098,89002098,y2103,9001e1a011,2,0,1,1,7684,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:14,30,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,38,2,,,0,147929600,147932416,150707968,150715136,0,1,20,18298427
tfqh,DCE,22234775,tfqh89002098,89002098,y2103,9001f1a012,2,1,0,1,7686,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:14,31,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,39,2,,,0,402875904,402880000,404674816,404679936,0,1,20,18298811
tfqh,DCE,22235764,tfqh89002098,89002098,y2103,900211a013,2,1,0,1,7688,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:14,33,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,41,2,,,0,908408832,908412416,909548544,909553920,0,1,20,18299643
tfqh,DCE,22243001,tfqh89002098,89002098,y2103,900231a014,2,0,1,1,7686,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:20,35,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,43,2,,,0,215874560,215880192,217680384,217691136,0,1,20,18305454
tfqh,DCE,22246123,tfqh89002098,89002098,p2102,9002619015,2,0,1,1,6666,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:23,38,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,46,2,,,0,1119061248,1119066880,1121884160,1121891072,0,1,20,18308014
tfqh,DCE,22253770,tfqh89002098,89002098,p2102,9002819016,2,0,1,1,6666,1,3,,1,1,0,0,0,,,,0,,20201125,153,1991277,1532010,9:02:29,40,0,5,,,0,1,0,653358385,0,0,0,89002098,,,1,0,0,1,48,2,,,0,863067136,863073024,868797952,868811008,0,1,20,18314291
