BrokerID,ExchangeID,OrderSysID,InvestorID,UserID,InstrumentID,UserOrderLocalID,OrderPriceType,Direction,OffsetFlag,HedgeFlag,LimitPrice,Volume,TimeCondition,GTDDate,VolumeCondition,MinVolume,StopPrice,ForceCloseReason,IsAutoSuspend,BusinessUnit,UserCustom,BranchID,RecNum,BusinessType,TradingDay,ParticipantID,ClientID,SeatID,InsertTime,OrderLocalID,OrderSource,OrderStatus,CancelTime,CancelUserID,VolumeTraded,VolumeRemain,FrontID,SessionID,FrozenFee,FrozenMargin,FrozenPremium,AccountID,OrderUserID,TradeType,DealFlag,TradeCommision,TradeAmnt,CancleVolume,RequestID,APIID,IPAddress,MacAddress,FTdRecvDown,CoreRecvDown,CoreSendUp,CoreRecvUp,CoreSendDown,FTdSendDown,MarginCombType,InstrumentGroupID,DCEBatchNo
tfqh,SHFE,       32880,tfqh99000506,,ag2106,,2,1,0,1,4959.000000,2,1,,1,0,0.000000,0,0,,,,2,,20201125,0321,02744927,0321cac,21:00:00,C00000000023,0,0,,,2,0,0,0,7.438500,17852.400000,0.000000,99000506,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0028,
tfqh,SHFE,       32881,tfqh99000506,,ag2012,,2,0,0,1,4849.000000,15,1,,1,0,0.000000,0,0,,,,14,,20201125,0321,02744927,0321cac,21:00:00,C00000000024,0,5,,,14,1,0,0,0.000000,0.000000,0.000000,99000506,,,1,0.000000,0.000000,1,0,2,,,0,0,0,0,0,0,1,0028,
tfqh,SHFE,       32882,tfqh99000506,,ru2105,,2,0,0,1,14805.000000,2,1,,1,0,0.000000,0,0,,,,0,,20201125,0321,02744927,0321cac,21:00:00,C00000000025,0,5,,,0,2,0,0,0.000000,0.000000,0.000000,99000506,,,1,0.000000,0.000000,2,0,2,,,0,0,0,0,0,0,1,0011,
tfqh,SHFE,       38619,tfqh89083087,,au2012,,2,1,0,1,409.660000,1,1,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:00,C00000000026,0,5,,,0,1,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,1,0,2,,,0,0,0,0,0,0,1,0027,
tfqh,SHFE,       38620,tfqh89083087,,bu2106,,2,1,0,1,2596.000000,1,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:00,C00000000027,0,0,,,1,0,0,0,2.596000,2596.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0005,
tfqh,SHFE,       38621,tfqh89083087,,fu2101,,2,1,0,1,1905.000000,30,3,,1,0,0.000000,0,0,,,,30,,20201125,0321,02452296,0321cac,21:00:00,C00000000028,0,0,,,30,0,0,0,28.575000,57150.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0029,
tfqh,SHFE,       38622,tfqh89083087,,fu2101,,2,1,0,1,1905.000000,1,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:00,C00000000029,0,0,,,1,0,0,0,0.952500,1905.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0029,
tfqh,SHFE,       38623,tfqh89083087,,fu2105,,2,1,0,1,2040.000000,4,3,,1,0,0.000000,0,0,,,,4,,20201125,0321,02452296,0321cac,21:00:00,C00000000030,0,0,,,4,0,0,0,4.080000,8160.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0029,
tfqh,SHFE,       38624,tfqh89083087,,rb2101,,2,0,4,1,3903.000000,5,3,,1,0,0.000000,0,0,,,,5,,20201125,0321,02452296,0321cac,21:00:00,C00000000031,0,0,,,5,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0010,
tfqh,SHFE,       38625,tfqh89083087,,rb2101,,2,0,0,1,3903.000000,2,3,,1,0,0.000000,0,0,,,,2,,20201125,0321,02452296,0321cac,21:00:00,C00000000032,0,0,,,2,0,0,0,7.806000,5464.200000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0010,
tfqh,SHFE,       46062,tfqh89083087,,ru2105,,2,0,4,1,14815.000000,3,3,,1,0,0.000000,0,0,,,,3,,20201125,0321,02452296,0321cac,21:00:01,C00000000033,0,0,,,3,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0011,
tfqh,SHFE,       46063,tfqh89083087,,ru2105,,2,0,0,1,14815.000000,3,3,,1,0,0.000000,0,0,,,,3,,20201125,0321,02452296,0321cac,21:00:01,C00000000034,0,0,,,3,0,0,0,9.000000,44445.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0011,
tfqh,SHFE,       47182,tfqh99000506,,ag2012,,2,1,3,1,4842.000000,14,3,,1,0,0.000000,0,0,,,,14,,20201125,0321,02744927,0321cac,21:00:01,C00000000035,0,0,,,14,0,0,0,0.000000,0.000000,0.000000,99000506,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0028,
tfqh,SHFE,       56738,tfqh89083087,,hc2101,,2,1,0,1,4043.000000,6,3,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:02,C00000000036,0,5,,,0,6,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,6,0,2,,,0,0,0,0,0,0,1,0007,
tfqh,SHFE,       56739,tfqh89083087,,sp2101,,2,1,0,1,4860.000000,12,3,,1,0,0.000000,0,0,,,,12,,20201125,0321,02452296,0321cac,21:00:02,C00000000037,0,0,,,12,0,0,0,29.160000,40824.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0013,
tfqh,SHFE,       56740,tfqh89083087,,sp2101,,2,1,0,1,4860.000000,12,3,,1,0,0.000000,0,0,,,,12,,20201125,0321,02452296,0321cac,21:00:02,C00000000038,0,0,,,12,0,0,0,29.160000,40824.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0013,
tfqh,SHFE,       60416,tfqh89083087,,bu2102,,2,1,0,1,2452.000000,1,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:02,C00000000039,0,0,,,1,0,0,0,2.452000,2452.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0005,
tfqh,SHFE,       60624,tfqh89083087,,hc2101,,2,1,0,1,4039.000000,6,3,,1,0,0.000000,0,0,,,,6,,20201125,0321,02452296,0321cac,21:00:02,C00000000040,0,0,,,6,0,0,0,24.234000,16963.800000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0007,
tfqh,SHFE,       68250,tfqh99000506,,ag2106,,2,0,3,1,4947.000000,2,3,,1,0,0.000000,0,0,,,,2,,20201125,0321,02744927,0321cac,21:00:03,C00000000042,0,0,,,2,0,0,0,0.000000,0.000000,0.000000,99000506,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0028,
tfqh,SHFE,       70670,tfqh89083087,,au2102,,2,1,0,1,381.680000,3,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:04,C00000000043,0,5,,,1,2,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,2,0,2,,,0,0,0,0,0,0,1,0027,
tfqh,SHFE,       70671,tfqh89083087,,bu2103,,2,0,0,1,2484.000000,1,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:04,C00000000044,0,0,,,1,0,0,0,2.484000,2484.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0005,
tfqh,SHFE,       87126,tfqh89083087,,sp2101,,2,0,3,1,4862.000000,24,3,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:07,C00000000045,0,5,,,0,24,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,24,0,2,,,0,0,0,0,0,0,1,0013,
tfqh,SHFE,       87127,tfqh89083087,,sp2101,,2,0,0,1,4862.000000,24,3,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:07,C00000000046,0,5,,,0,24,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,24,0,2,,,0,0,0,0,0,0,1,0013,
tfqh,SHFE,       96355,tfqh89083087,,hc2101,,2,0,3,1,4039.000000,6,3,,1,0,0.000000,0,0,,,,6,,20201125,0321,02452296,0321cac,21:00:09,C00000000048,0,0,,,6,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0007,
tfqh,SHFE,       96356,tfqh89083087,,hc2101,,2,0,0,1,4039.000000,6,3,,1,0,0.000000,0,0,,,,6,,20201125,0321,02452296,0321cac,21:00:09,C00000000049,0,0,,,6,0,0,0,24.234000,16963.800000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0007,
tfqh,SHFE,      106528,tfqh89083087,,fu2101,,2,0,3,1,1903.000000,2,3,,1,0,0.000000,0,0,,,,2,,20201125,0321,02452296,0321cac,21:00:12,C00000000050,0,0,,,2,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0029,
tfqh,SHFE,      112085,tfqh89083087,,hc2101,,2,1,3,1,4036.000000,6,3,,1,0,0.000000,0,0,,,,6,,20201125,0321,02452296,0321cac,21:00:13,C00000000052,0,0,,,6,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0007,
tfqh,SHFE,      112086,tfqh89083087,,hc2101,,2,1,0,1,4036.000000,6,3,,1,0,0.000000,0,0,,,,6,,20201125,0321,02452296,0321cac,21:00:13,C00000000053,0,0,,,6,0,0,0,24.216000,16951.200000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0007,
tfqh,SHFE,      117463,tfqh89083087,,au2012,,2,1,0,1,409.660000,1,1,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:15,C00000000054,0,5,,,0,1,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,1,0,2,,,0,0,0,0,0,0,1,0027,
tfqh,SHFE,      135750,tfqh89083087,,rb2101,,2,1,3,1,3896.000000,2,3,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:21,C00000000055,0,5,,,0,2,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,2,0,2,,,0,0,0,0,0,0,1,0010,
tfqh,SHFE,      135751,tfqh89083087,,rb2101,,2,1,0,1,3896.000000,12,3,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:21,C00000000056,0,5,,,0,12,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,12,0,2,,,0,0,0,0,0,0,1,0010,
tfqh,SHFE,      137445,tfqh89083087,,fu2101,,2,1,0,1,1904.000000,2,3,,1,0,0.000000,0,0,,,,2,,20201125,0321,02452296,0321cac,21:00:22,C00000000057,0,0,,,2,0,0,0,1.904000,3808.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0029,
tfqh,SHFE,      138607,tfqh89083087,,rb2101,,2,1,0,1,3895.000000,14,3,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:22,C00000000058,0,5,,,0,14,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,14,0,2,,,0,0,0,0,0,0,1,0010,
tfqh,SHFE,      144047,tfqh89083087,,bu2106,,2,0,3,1,2586.000000,1,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:24,C00000000062,0,0,,,1,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0005,
tfqh,SHFE,      144048,tfqh89083087,,bu2106,,2,0,0,1,2586.000000,1,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:24,C00000000063,0,0,,,1,0,0,0,2.586000,2586.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0005,
tfqh,SHFE,      145800,tfqh89083087,,bu2103,,2,1,3,1,2480.000000,1,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:24,C00000000064,0,0,,,1,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0005,
tfqh,SHFE,      152595,tfqh89083087,,rb2101,,2,1,3,1,3885.000000,2,3,,1,0,0.000000,0,0,,,,2,,20201125,0321,02452296,0321cac,21:00:26,C00000000065,0,0,,,2,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0010,
tfqh,SHFE,      152596,tfqh89083087,,rb2101,,2,1,0,1,3885.000000,12,3,,1,0,0.000000,0,0,,,,12,,20201125,0321,02452296,0321cac,21:00:26,C00000000066,0,0,,,12,0,0,0,46.620000,32634.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0010,
tfqh,SHFE,      158790,tfqh89083087,,au2102,,2,1,0,1,381.580000,2,3,,1,0,0.000000,0,0,,,,2,,20201125,0321,02452296,0321cac,21:00:29,C00000000067,0,0,,,2,0,0,0,4.000000,61052.800000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0027,
tfqh,SHFE,      161360,tfqh89083087,,au2012,,2,1,0,1,409.660000,1,1,,1,0,0.000000,0,0,,,,0,,20201125,0321,02452296,0321cac,21:00:30,C00000000069,0,5,,,0,1,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,1,0,2,,,0,0,0,0,0,0,1,0027,
tfqh,SHFE,      161361,tfqh89083087,,ru2105,,2,1,3,1,14810.000000,3,3,,1,0,0.000000,0,0,,,,3,,20201125,0321,02452296,0321cac,21:00:30,C00000000070,0,0,,,3,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0011,
tfqh,SHFE,      161362,tfqh89083087,,ru2105,,2,1,0,1,14810.000000,3,3,,1,0,0.000000,0,0,,,,3,,20201125,0321,02452296,0321cac,21:00:30,C00000000071,0,0,,,3,0,0,0,9.000000,44430.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0011,
tfqh,SHFE,      164066,tfqh89083087,,bu2103,,2,0,0,1,2482.000000,1,3,,1,0,0.000000,0,0,,,,1,,20201125,0321,02452296,0321cac,21:00:31,C00000000072,0,0,,,1,0,0,0,2.482000,2482.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0005,
tfqh,SHFE,      172687,tfqh89083087,,rb2101,,2,0,3,1,3886.000000,12,3,,1,0,0.000000,0,0,,,,12,,20201125,0321,02452296,0321cac,21:00:34,C00000000073,0,0,,,12,0,0,0,0.000000,0.000000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0010,
tfqh,SHFE,      172688,tfqh89083087,,rb2101,,2,0,0,1,3886.000000,2,3,,1,0,0.000000,0,0,,,,2,,20201125,0321,02452296,0321cac,21:00:34,C00000000074,0,0,,,2,0,0,0,7.772000,5440.400000,0.000000,89083087,,,1,0.000000,0.000000,0,0,2,,,0,0,0,0,0,0,1,0010,
